cim,origTitle,forgalmazo,bemutato,bevetel,latogato
"RIZSPOROS INTRIKÁK",,"BUDAPEST FILM",1997/04/17,6662929,24414
"EGY HŐLGY ARCKÉPE",,"BUDAPEST FILM",1998/11/05,6637710,18859
TESTVÉREK,BROTHERS,PALACEPICTURES,2010/03/25,6630920,5688
"MEDITERRÁN FINOMSÁGOK","DIETA MEDITERRÁNEA",SZUEZFILM,2010/06/24,6629420,7527
"SÖTÉT FOLYOSÓK","DOWN A DARK HALL",ADS,2018/10/11,6621450,4664
"ELTÖRÖLNI FRANKOT","ELTÖRÖLNI FRANKOT",MOZINET,2021/10/07,6614933,5112
"DOBD FEL  MAGAD",,"UIP DUNA FILM",1998/08/03,6603013,46439
"JÓ ZSARU KISEBB HIBÁKKAL",,FLAMEX,1993/09/10,6599519,62933
"SZERELEMEM NYARA","MY SUNNER OF LOVE","BUDAPEST FILM",2005/07/14,6591822,11064
TAPLÓGÁZ,"TALLADEGA NIGHTS",INTERCOM,2006/09/14,6576813,6539
"VÉGZETES VÉGJÁTÉK",,"BUDAPEST FILM",2002/08/08,6568795,10260
TOVÁBBÁLLÓK,"AWAY WE GO","BUDAPEST FILM",2009/12/24,6565085,7174
IRIS,,SPI,2002/06/27,6564885,12368
"HOLLY WOODY TÖRTÉNET","HOLLYWODD ENDING","BUDAPEST FILM",2003/04/17,6558249,13375
"AZ ELFELEDETT HERCEG","LE PRINCE OUBLIÉ ",VERTIGO,2020/09/17,6551700,4884
GÉPÉSZ,"EL MAQUINISTA","BUDAPEST FILM",2005/04/21,6527351,9309
"MEPHIS BELLE",,INTERCOM,1991/02/21,6520912,145610
"TEJBEN VAJBEN SZERELEMBEN","ON THE MILKY ROAD",ADS,2017/04/06,6509487,5933
"ALINE - A SZERELEM HANGJA","ALINE ",VERTIGO,2021/11/18,6508134,5134
"KEBAB KAPCSOLAT","KEBAB CONNESTION","BUDAPEST FILM",2006/06/29,6504839,10160
"BELLA MARTHA","DREI STERNE","BUDAPEST FILM",2002/12/12,6503376,11078
FELTÁMADÁS,RESURRECTED,ADS,2023/05/11,6497545,3068
"MEGETETETT TÁRSADALOM","FAST FOOD NATION","BEST HOLLYWOOD",2007/01/18,6489305,9053
"NINCS BOCSÁNAT",,INTERCOM,1993/02/19,6484798,71989
"A VÖRÖS ÜGYNÖK","RED JOAN","CIRKO FILM",2019/05/02,6483793,4757
"SZABAD PRÉDA",,INTERCOM,1992/07/03,6483514,85004
NIGHTWATCH,,MOKÉP,1999/02/18,6481469,16096
SHOP-STOP,,MOKÉP,,6477118,27227
"BELLE ÉS SÉBASTIEN 3 - MINDÖRÖKKÉ BARÁTOK","BELLE ET SÉBASTIEN 3: LE DERNIER CHAPITRE",VERTIGO,2018/04/26,6472668,6480
"ELEVEN HÚS",,"BUDAPEST FILM",1998/11/12,6466423,18151
"A fa alatt","Under the tree",VERTIGO,2018/05/24,6453504,5819
"A FEHÉR KIRÁLY","THE WHITE KING",VERTIGO,2017/03/09,6453169,5706
LOLITA,,MOKÉP,1998/11/19,6449551,19054
"A NEVEK DALA","THE SONG OF NAMES",PROROM,2020/02/06,6447835,4431
"VIKTÓRIA - A ZÜRICHI EXPRESSZ","VIKTORIA - A TALE OF GRACE AND GREED",MOZINET,2014/10/02,6447070,6323
REKONSTRUKCIÓ,RECONSTRUCTION,"BUDAPEST FILM",2004/02/19,6446996,10271
"CUKI HAGYATÉKA",,"BUDAPEST FILM",2000/08/10,6431926,13580
"HÓKIRÁLYNŐ 2.","SNOW QUEEN 2",FREEMAN,2016/02/18,6424980,5315
"KÖZÖNSÉGES BŰNÖZŐK",,INTERCOM,1996/06/13,6420407,30143
"HANTA PALINTA",,MOKÉP,1993/06/11,6416597,69274
DZSUNGELHÁBORÚ,,MOKÉP,,6415534,41555
"HALÁL NAPJA",,"UIP DUNA FILM",1996/04/25,6405748,32338
"KÉT MESTERLÖVÉSZ","LES INFIDÉLES","BUDAPEST FILM",2012/04/26,6404320,5013
"SZÍVEN SZÚRT ORSZÁG",,HUNGARICOM,2009/05/07,6403245,12449
"TITKOS GYILKOS MAMA",,"BUDAPEST FILM",,6383504,33049
"MINDENKI A NAPRA TŐR",,FLAMEX,1999/09/09,6373018,13827
"SZÍVEK KIRÁLYNŐJE","DRONNINGEN / QUEEN OF HEARTS",ADS,2019/05/16,6364512,4816
"SEGÍTSÉG,FELNŐTTEM!",,MOKÉP,1990/08/30,6363530,139609
MAMAHOTEL,"KIDS ARE BACK",ADS,2021/09/09,6356375,3752
"REPÜLŐ OSZTÁLY","DIE FLIEGENDE KLASSENZIMMER","BEST HOLLYWOOD",2004/04/15,6352081,12510
"MADE IN AMERICA",,INTERCOM,1993/11/19,6337005,57300
"MEGHALSZ UJRA!",,"UIP DUNA FILM",1992/02/21,6335160,72243
"VALAMI VAN AZ ABLAKBAN","DARK WINDOWS",VERTIGO,2023/08/10,6330455,3178
SZUPERNÓVA,"SUPERNOVA ","CIRKO FILM",2021/09/09,6326309,4245
"A JÁTÉKOS",,"BUDAPEST FILM",1998/02/12,6325265,23011
"VÁLÁS FRANCIA MÓDRA","LE DIVORCE",INTERCOM,2003/10/30,6324298,8412
"C'MON C'MON - AZ ÉLET MEGY TOVÁBB","C'MON C'MON ",ADS,2022/03/17,6318085,4638
TÁNCŐRÜLET,,MOKÉP,1991/06/21,6313538,106942
"AZ IKER","THE TWIN ",ADS,2022/10/27,6311110,3739
"MENTŐCSAPAT A KENGURUK",,INTERCOM,1997/12/06,6310755,130611
KUTYASZORÍTÓBAN,"RESERVOIR DOG","BUDAPEST FILM",2005/01/06,6305954,11570
"VESZÉLYES ÉRINTÉS",,"UIP DUNA FILM",1994/04/07,6305534,49673
"MAGAS BARNA FÉRFI FELEMÁS",,MOKÉP,1991/08/02,6304588,108621
DAVE,,INTERCOM,1994/01/06,6295649,49284
MEGCSALATVA,,INTERCOM,1992/05/22,6289244,79513
"EL TROPICO-THE LOST CITY","LOST CITY",PARADIGMA,2006/12/21,6285517,8480
"THE DOORS",,INTERCOM,1991/09/13,6281179,102213
DROGOSZTAG,,"UIP DUNA FILM",1999/09/10,6280348,12044
"DANNY COLLINS","DANNY COLLINS","BIG BANG MEDIA",2015/05/28,6277917,4610
"DÖGÖLJ,MEG DRÁGA MONA",,FLAMEX,2000/10/12,6268885,8976
"UMCA,UMCA MACSKA-ZAJ",,"BUDAPEST FILM",2001/08/02,6264921,11970
DEALER,,MOKÉP,2004/10/21,6262610,14485
"BRILIÁNS VÁLÁS",BRILLANTISSIME,ADS,2018/09/20,6253307,4719
"AMADEUS I-II",,CONSTATIN,1990/03/22,6251000,232000
KOCKA,CUBE,"BUDAPEST FILM",2002/12/12,6248168,9685
"MICIMACKÓ: VÉR ÉS MÉZ 2","WINNIE-THE-POOH: BLOOD AND HONEY 2",VERTIGO,2024/04/18,6247430,2596
"TÚL JÓ SRÁC A PASIM","OUT OF MY LEAGUE",ADS,2021/11/11,6241900,5589
"ELSZABOTT FRIGY","CRIMEN FERPECTO","BUDAPEST FILM",2005/07/21,6225292,8235
"ÉN ÉS A MOSTOHÁM",MIDWIFE,ADS,2017/07/13,6217852,5492
"INTRUDEREK TÁMADÁSA",,"UIP DUNA FILM",1991/07/19,6217770,93058
FOXCATCHER,FOXCATCHER,INTERCOM,2015/01/29,6216167,4561
"AKI BÚJT,..",,SPI,2002/10/31,6209776,7287
MOCSÁRVIDÉK,"LA ISLA MÍNIMA",VERTIGO,2015/06/11,6207786,4446
"GYÖNYÖRŰ MOCSOKSÁGOK","DIRTY PRETTY THINGS","UIP DUNA FILM",2003/11/20,6204971,10861
"A SELLŐ ÉS A NAPKIRÁLY","THE KING'S DAUGHTER ",VERTIGO,2022/11/03,6195205,4702
SZERELEM,"LOVE  ",VERTIGO,2015/09/24,6178224,6368
"ISZKA UTAZÁSA",,HUNGAROTOP,2007/11/22,6176429,11984
"A SZERELEM RÖVIDEN","LONG STORY SHORT ",ADS,2021/07/29,6173191,3825
PÁRNAKÖNYV,,"BUDAPEST FILM",1997/01/02,6164195,24332
"LOPOTT SZÉPSÉG",,MOKÉP,1997/02/27,6163209,25150
HAVANNA,,"UIP DUNA FILM",1991/02/21,6162819,97932
"VINNY AZ EGYÜGYÜ",,INTERCOM,1992/08/28,6160609,75515
"KOLORÁDÓ KID",,CAMEOFILM,2010/10/14,6159620,11035
"LOVE AND LEMONS - AZ IGAZ SZERELEM RECEPTJE","SMA CITRONER GULA",CIRKO,2013/06/13,6156184,5538
FŐFÖNÖK,"DIREKTOREN FOR DET HELE","BUDAPEST FILM",2007/03/22,6154535,8741
"MIELŐTT FELKEL  A NAP(BEFORE SUNR)",,"UIP DUNA FILM",1998/05/18,6145471,40554
TORTÚRA,,INTERCOM,1991/07/12,6143180,101730
HULIGÁNOK,HOOLIGANS,SPI,2006/05/25,6130530,7392
"ESZSELŐS SZERELEM",,INTERCOM,1998/09/28,6121889,37484
"UTON HAZAFELÉ",,INTERCOM,1993/11/12,6115881,81804
"BLUE LOCK THE MOVIE – EPISODE NAGI","BLUE LOCK THE MOVIE – EPISODE NAGI",INTERCOM,2024/06/27,6110728,2620
"ISTEN VÁROSA","CITY OF GOD","BUDAPEST FILM",2003/03/13,6105916,10054
"UTÁNUNK A VIZÖZÖN",,MOKÉP,1992/05/05,6101154,81860
HOLLYWOODLAND,HOLLYWOODLAND,"FÓRUM HUNGARY",2007/02/22,6094510,7387
"A RÓKA ÉS A GYEREK","LE RENARD ET LENFANT","BEST HOLLYWOOD",2008/04/03,6090947,8846
"AZ UTOLSÓ CSEPP",,INTERCOM,1990/03/22,6088485,136479
"KERESZTAPA III.",,"UIP DUNA FILM",1991/05/03,6086237,78091
PANCSEROCK,,INTERCOM,1994/11/10,6079779,40788
"A LEGGYORSABB INDIAN","THE WORLDS FASTES INDIAN","BUDAPEST FILM",2006/10/05,6075283,8759
"HALLOWEEN II.","HALLOWEEN II.","BUDAPEST FILM",2009/10/15,6070185,5372
FRANK,FRANK,MOZINET,2014/07/31,6069397,5234
"VÉGTELEN TÖRTÉNET. II.",,INTERCOM,1991/03/08,6068902,123792
"A NAGY FEHÉRSÉG","THE BIG WHITE","BUDAPEST FILM",2006/10/19,6062100,5763
"PENINSULA - HOLTAK SZIGETE","PENINSULA ",ADS,2020/09/17,6060190,3812
"A VIZSGA",,VERTIGO,2011/10/13,6048820,8341
"ÖLELJ MEG! – MACIKALAND MÉZFÖLDÖN","HUG ME - THE MOVIE","PANNÓNIA ENT.",2023/05/11,6046060,3005
SZELLEMKUTYA**,,"BEST HOLLYWOOD",1999/11/11,6037508,15897
"KRETÉNEK,DE EXTRÉMEK","LE RAID","BEST HOLLYWOOD",2003/01/30,6027887,7929
"ÍJ, AZ",,MOKÉP,2006/04/27,6021844,10404
"LEVELEK IVO DZSIMÁRÓL","LETTERS FROM IWO JIMA",INTERCOM,2007/03/01,6020633,6143
"JFK NYITOTT DOSSZIÉ",,INTERCOM,1992/05/15,6012709,67899
"PAJZS A RÉSEN,AVAGY",,FLAMEX,1996/05/30,6001890,31136
FORDULÓPONT,"TURNING TIDE",MTVA,2013/11/28,5999351,4680
"EGY BURKA, EGY NADRÁG","CHERCHEZ LA FEMME",MOZINET,2018/07/05,5986361,4783
SIMPATICO,,"BEST HOLLYWOOD",2001/08/02,5985490,8707
"UTOLSÓ BLUES",,"BUDAPEST FILM",2002/10/03,5977111,9367
"HÉTKÖZNAPI MENNYORSZÁG",,MOKÉP,2005/12/01,5969775,10934
"SZENVEDÉLYEK LABIRINTUSA",,ODEON,2004/04/01,5968696,13497
BORG/MCENROE,BORG/MCENROE,"A COMPANY",2017/10/05,5966725,4697
NOVOCAIN,NOVOCAINE,SPI,2003/02/13,5953413,7190
"DILISEK VACSORÁJA",,MOKÉP,1999/11/11,5943961,12389
VADÁSZPILÓTÁK,"LES CHEVALIERS DU CIEL ","BEST HOLLYWOOD",2006/08/31,5941960,12845
"DONNIE DARKO","DONNIE DARTKO",MOKÉP,2003/05/22,5938247,9497
"Az apa","The father",VERTIGO,2021/10/02,5891639,4318
ŐK,"MEN ",ADS,2022/09/08,5888815,3940
"SZEX, SZERELEM, OLASZOK","AGATA E LA TEMPESTA","BEST HOLLYWOOD",2005/07/28,5883650,8045
EROS,EROS,SPI,2005/10/20,5881497,9281
"SZKAFANDER ÉS PILLANGÓ","LE SCAPHANDRE ET LE PAPILION","BUDAPEST FILM",2008/01/31,5880514,8779
"WASP NETWORK – AZ ELLENÁLLÓK","WASP NETWORK","BIG BANG MEDIA",2020/02/20,5873540,3492
EMMA,EMMA,"UIP DUNA FILM",2020/03/12,5863373,4195
"CSÓK,MACSÓK",,INTERCOM,2000/07/20,5859320,10354
ZŰRANGYALOK,,MOKÉP,1997/06/05,5856952,25486
"TŰZ JÖJJ VELEM",,GUILD,1993/03/12,5835306,148342
"SZÉL TÁMAD","KAZE TACHINU",CIRKO,2014/06/19,5830115,5032
"A CSODÁK ÚTJÁN","THE MIRACLE CLUB",ADS,2023/11/09,5821760,3066
"8 ÉS 1/2 NŐ",,MOKÉP,2000/05/11,5817216,15266
"AZ ÖRDÖG BENNED LAKOZIK","DEVIL INSIDE","UIP DUNA FILM",2012/03/15,5806697,4536
"A GALAMB SZÁRNYA",,"BUDAPEST FILM",1999/02/11,5802715,16275
"TEHU – EGY KIS TEVE NAGY KALANDJA","ZODI & TEHU, FRÈRES DU DÉSERT",ADS,2023/10/05,5800270,2998
"SZELLEM A GÉPBEN",,INTERCOM,1994/06/02,5798492,42343
MOLIERE,MOLIERE,"BEST HOLLYWOOD",2007/07/26,5794901,9858
EGYETLENEIM,,"BUDAPEST FILM",2006/08/31,5790446,13351
"NÉGYEN A BANK ELLEN","VIER GEGEN DIE BANK",ADS,2017/10/19,5786610,4261
"DALLAS PAHAMENDE",,"BUDAPEST FILM",2005/03/24,5780851,19930
"KINCS, AMI NINCS","CHI TROVA UN AMICO, TROVA UN TESORO",CINENUOVO,2017/01/05,5761400,4801
LANTANA,LANTANA,"BUDAPEST FILM",2003/01/30,5760099,8798
"A MÉLYBEN","THE TANK ",ADS,2023/07/20,5751865,2823
ROMAZURI,"WITH OPEN ARMS",CINETEL,2017/06/08,5736701,3934
"BELLE: A SÁRKÁNY ÉS A SZEPLŐS HERCEGNŐ","BELLE: THE DRAGON AND THE FRECKLED PRINCESS ",MOZINET,2022/02/17,5733345,3936
BÁBOK,DOLLS,MOKÉP,2003/06/12,5731710,11044
"MINDENÜTT JÓ",,INTERCOM,2000/05/11,5731678,10031
"MINARI : A CSALÁDOM TÖRTÉNETE","MINARI   ",VERTIGO,2021/07/08,5726129,4654
ESERNYŐTRÜKK,,MOKÉP,1992/02/07,5719864,80411
KELET-NYUGAT,,"BUDAPEST FILM",2000/04/13,5708824,12563
DARKMAN,,"UIP DUNA FILM",1991/08/09,5708035,85320
"PORSCHE TOLVAJOK",,"SATURNUS ",1990/09/06,5705000,122000
"UTOLSÓ NAPJAIM","LE TEMPS QUI RESTE","BUDAPEST FILM",2006/05/25,5699546,8895
"DELTA FORCE 2.",,"UIP DUNA FILM",1992/07/17,5690002,70715
"DELTA FORCE KOMMANDÓ",,MOKÉP,1991/02/14,5686846,106091
"A POKOLI TORONY BALEKJAI",,"BEST HOLLYWOOD",2002/06/13,5684348,8641
"MADONNÁVAL AZ ÁGYBAN",,MOKÉP,1991/08/23,5673360,87977
"A KOMMUNA",KOLLEKTIVET,VERTIGO,2016/04/28,5663218,5773
"NELL, A REMETELÁNY",,MOKÉP,,5657782,32163
"TUDATLAN TÜNDÉREK",,MÁSKÉPP,2002/10/24,5656465,9521
OKOSTOJÁS,,INTERCOM,1999/06/17,5652638,14046
"HALÁLOS HAJSZA",,HUNGARICOM,2007/04/26,5642220,5793
"MR. MORGAN UTOLSÓ SZERELME","MR. MORGAN",VERTIGO,2014/03/27,5641789,5196
"BETTY NŐVÉR",,KINOWELT,2001/03/08,5638330,8941
CHICO,,"BUDAPEST FILM",2002/01/17,5634425,11951
"A RÓKA","DER FUCHS",JUNO11,2024/03/07,5627890,2743
"A SZERELEMRŐL ÉS MÁS DÉMONOKRÓL","DEL AMOR Y OTROS DEMENIOS",MOKÉP-PANNÓNIA,2010/12/16,5617315,7034
"ORSZÁGÚTI BOSSZÚ","THE ROVER",VERTIGO,2014/07/31,5607725,4412
"FLYBOYS-ÉGI LOVAGOK",FLYBOYS,"BUDAPEST FILM",2006/11/02,5606946,6150
HULLÁMTÖRÉS,,"BUDAPEST FILM",1998/11/06,5601083,19794
"MÁSOK GYEREKEI","OTHER PEOPLE'S CHILDREN ",MOZINET,2023/05/04,5592956,3435
"A NAP UTCAI FIÚK",,HUNGARICOM,2007/10/18,5587610,15211
KALANDPARK,ADVENTURELAND,"FÓRUM HUNGARY",2009/07/16,5586021,5341
"A KALAPÁCSFEJŰ",,MOKÉP,1990/10/04,5575226,120825
"YAKARI - A MOZIFILM","YAKARI, LE FILM ",VERTIGO,2020/10/08,5572240,4228
"KISVÁROSI GYILKOSOK","DRAEBERNE FRA NIBE",VERTIGO,2017/06/29,5565043,4257
"CSALÁDI ÜGY",,INTERCOM,1990/10/18,5554619,111435
"WITMAN FIÚK",,"BUDAPEST FILM",1997/10/09,5553778,21147
PINOCCHIO,,"BEST HOLLYWOOD",1998/11/05,5551496,14866
TINA,,INTERCOM,1993/11/05,5548832,49065
"AZ ÉLET NÉLKÜLEM","MY LIFE WITHOUT ME","BUDAPEST FILM",2004/08/26,5548270,9562
"ÉDES VÍZI ÉLET","LIFE AQUATIC",INTERCOM,2005/03/24,5545476,5714
"KIRIKOU ÉS A BOSZORKÁNY",,"BUDAPEST FILM",2001/04/26,5541789,14579
FACÉROK,,INTERCOM,1993/06/11,5539960,56659
"RAUL TABURIN","RAUL TABURIN",VERTIGO,2019/08/29,5535790,4303
"MINDENT BELE",,MOKÉP,1992/11/06,5535603,74366
"AZ UNIVERZUM TÖRTÉNETE","THE VOYAGE OF TIME",VERTIGO,2017/03/30,5523727,5001
"JOBB, HA HALLGATSZ","KILL THE MESSENGER","BIG BANG MEDIA",2014/10/09,5522591,5803
HAWAII,HAWAII,VERTIGO,2023/09/21,5519305,2802
LÓTOLVAJOK,"OUT STEALING HORSES",VERTIGO,2019/10/31,5517509,5750
SZÖRNYETEG,,MOKÉP,,5512030,33420
"BÜNTÉNY A TÁMASZPONT",,"UIP DUNA FILM",1990/05/03,5501998,108077
"CADILLAC MAN",,"SATURNUS ",1991/01/24,5498000,104000
"SING STREET","SING STREET",VERTIGO,2016/08/18,5493278,4879
SZABADÚSZÓK,"SINK OR SWIM",ADS,2019/03/14,5486740,4337
"CSAK EGY CSÓK","UN BAISER SIL VOUS PLAIT","BUDAPEST FILM",2008/08/07,5486363,6378
"LEGÉNYBÚCSÚ BT.",BUDAPEST,ADS,2018/10/25,5481040,4409
"HOLT KÖLTÖK TÁRSASÁGA",,INTERCOM,1998/06/01,5479944,34223
"SÜTIMANÓK - IDE SÜSS!","DIE HEINZELS - RÜCKKEHR DER HEINZELMÄNNCHEN ",ADS,2021/09/30,5468175,3794
"MEZITLÁBAS SZERELEM",BARFUSS,"BUDAPEST FILM",2005/08/15,5462997,7619
"DRÁGA BESÚGOTT BARÁTAIM","DRÁGA BESÚGOTT BARÁTAIM",VERTIGO,2012/09/13,5459629,8860
"MICSODA CSAPAT",,INTERCOM,1992/11/20,5448194,72220
"A MEZTELEN DOBOS",ROCKER,INTERCOM,2008/10/02,5446195,6236
"ÁDÁM ALMÁI","ADAMS AEBLER",CIRKO,2008/03/06,5434250,6528
"SAJNÁLJUK, NEM TALÁLTUK OTTHON","SORRY WE MISSED YOU",VERTIGO,2020/02/06,5427451,4662
"KÖTELEZŐ TÁNCOK",,INTERCOM,1994/04/07,5423227,42456
LIBIDÓ,,"BUDAPEST FILM",2002/01/31,5399810,7364
"EGY SZERELEM TÖRTÉNETE: A NŐ","THE DISAPPEARANCE OF ELEANOR RIGBY: HER",VERTIGO,2014/10/30,5396472,4632
"AHOGY TETSZIK","AS YOU LIKE IT","BEST HOLLYWOOD",2007/01/04,5385693,7832
KRUMPLIRÓZSA,,"UIP DUNA FILM",1992/02/07,5381025,67848
"FRANCES HA","FRANCES HA",MOZINET,2013/10/31,5379195,4695
"ÉJFÉLI BUNYÓ",,"UIP DUNA FILM",1993/02/12,5373572,55661
TESTVÉRLÖVÉSZEK,"THE SISTERS BROTHERS/","UIP DUNA FILM",2019/03/28,5373350,3580
"ÁRVÁK HERCEGE",,"UIP DUNA FILM",2000/02/03,5370621,11891
IDA,IDA,MOZINET,2014/09/11,5368780,5732
"Tunéziai terápia","Un divan a Tunis",VERTIGO,2021/05/27,5365082,4316
ANGYALSZÍV,,INTERCOM,1998/10/12,5364476,131667
"KVIZ SHOW",,INTERCOM,1998/03/02,5360859,30410
"RICHARD KIRÁLY","KING RICHARD",INTERCOM,2021/11/18,5356895,3571
LEVIATÁN,LEVIATHAN,CIRKO,2014/10/23,5353272,5252
"BÁRHOL, BÁRMIT , BÁRMIKOR",,INTERCOM,1998/06/15,5346428,31069
DOBERMAN,,MOKÉP,1998/04/30,5345279,16270
"AMERIKAI RAPSZÓDIA",,INTERCOM,2002/02/28,5344630,8681
"LOPOM A SZTÁROM","THE BLING RING","FÓRUM HUNGARY",2013/06/27,5340531,3822
"CIGÁNYOK IDEJE",,"BUDAPEST FILM",1997/09/25,5336889,19599
"ÉJFÉL A JÓ ÉS A ROSSZ",,INTERCOM,1998/09/03,5306213,12609
"DOBOGÓ KÖVEK",,"DRASTIQUE KFT",2010/10/28,5296620,5903
"SZERELEMRE HANGOLVA",,"BUDAPEST FILM",2001/03/29,5284892,10591
CSAJOK,,MOKÉP,1996/03/21,5284773,26894
KEBELBARÁTOK,,"BUDAPEST FILM",1991/10/26,5278225,84832
LOTTÓŐRÜLTEK,"THE SCAMMERS",VERTIGO,2024/09/19,5268155,2238
"TISZTA NAPFÉNY","SUNSHINE CLEANING","BUDAPEST FILM",2009/11/12,5267150,5725
ROKETEER,,INTERCOM,1997/10/04,5263057,92869
"CSAK EGY LÖVÉS",,"UIP DUNA FILM",1992/01/17,5251447,66060
"ÉLET, AMIRŐL AZ ANGYALOK ÁLM",,"BUDAPEST FILM",1999/04/29,5247930,14366
"A BOSSZÚ",REVENGE,ADS,2018/05/10,5246680,3343
"ÉV CSATÁJA 3D, AZ","BATTLE OF THE YEAR 3D",INTERCOM,2013/11/29,5246355,3745
"MOSTOHÁM A ZSÁNEREM",TADPOLE,"BEST HOLLYWOOD",2003/02/13,5237477,6455
"MÉG EGY CSÓK","AE FOND KISS","BUDAPEST FILM",2005/06/30,5234840,8447
"MAKE IT HAPPEN-DODB BE MAGAD!","MAKE IT HAPPEN","BUDAPEST FILM",2009/03/05,5224659,5050
"MEDVEVILÁG SZICILÍÁBAN","LA FAMEUSE INVASION DES OURS EN SICILE",MOZINET,2020/07/16,5223308,3935
"MINDEN GYANÚ FELETT",,"UIP DUNA FILM",1996/05/30,5214281,27798
"A KIS WINNETOU","YOUNG WINNETOU ",ADS,2022/11/10,5208950,3002
KARAMBOL,,MOKÉP,1996/11/28,5206738,22009
"ROBINSON CROUSE KALANDOS",,MOKÉP,1998/03/12,5206326,23324
FLÖRT,,"BUDAPEST FILM",,5199870,25628
"TORREMILINOS 73","TORREMILINOS 74",MÁSKÉPP,2004/09/23,5192778,7973
LORE,LORE,MOZINET,2013/05/02,5191707,5559
"SHIRLEY VALENTINE",,"UIP DUNA FILM",1990/03/15,5188885,108901
"ESŐ ELŐTT",,"BUDAPEST FILM",,5175781,25817
"SZERETET NÉLKÜL",NELYUBOV,MOZINET,2018/02/01,5164897,4300
"KÓKUSZ KOKÓ A KIS SÁRKÁNY - IRÁNY A DZSUNGEL!","DER KLEINE DRACHE KOKOSNUSS - AUF IN DEN DSCHUNGEL!",ADS,2019/01/24,5157355,3558
"A KIS UTAZÁS",,"BUDAPEST FILM",2000/11/02,5155238,15985
"ÁRTATLANSÁG KORA",,INTERCOM,1994/02/10,5152670,39017
"A HOLLÓ 2.-ANGYALOK VÁ",,MIRAX,1998/01/08,5148369,19441
"AZ ÉN PASIM",,"BUDAPEST FILM",1996/11/14,5146213,19349
"KÉT NAP, EGY ÉJSZAKA","DEUX JOURS, UNE NUIT",MOZINET,2014/10/23,5142081,4693
"SAJÁT ERDŐ","SAJÁT ERDŐ","CIRKO FILM",2023/03/30,5141635,2807
NOVO,NOVO,MOKÉP,2003/09/17,5141052,11997
"A BAJUSZ","LA MOUSTACHE","BUDAPEST FILM",2006/07/06,5136070,8096
"HALÁLOS NYUGALOM",,INTERCOM,1991/01/03,5118300,95573
REVANS,,MOKÉP,1991/03/08,5117907,83491
NARCO,NATCO,"BUDAPEST FILM",2005/08/04,5098984,8134
RENGETEG,,MOKÉP,2003/09/11,5095576,11701
"A TÖKÉLETES GYILKOS","A TÖKÉLETES GYILKOS","FÓRUM HUNGARY",2017/04/27,5091441,3677
"KÜLVÁROSI KOMMANDÓ",,FLAMEX,1993/04/23,5088913,62864
"SZÓLÍT A SZÖRNY","A MONSTER CALLS",FREEMAN,2017/03/02,5087653,3637
"BARÁTOK, SZERELMEK, BARBECUE",BARBECUE,VERTIGO,2014/11/20,5086818,4045
SZELÍD,SZELÍD,VERTIGO,2022/04/07,5081795,3524
"MULLHOLLAND FALLS",,FLAMEX,1997/02/06,5066378,16637
"MIRAI - LÁNY A JÖVŐBŐL","MIRAI NO MIRAI",MOZINET,2018/12/27,5065102,3664
"KÍNAI ELVITELRE","CHINESE TAKE-AWAY",CIRKO,2012/07/05,5061885,5049
"GO TRABI GO",,CONSTATIN,1991/06/07,5059906,92282
OLDBOY,OLDBOY,"BUDAPEST FILM",2005/02/10,5053712,9842
"AZ UTOLSÓ POGÁNY KIRÁLY",REDBAD,VERTIGO,2018/09/06,5052561,3399
"A HERCEGNŐ ÉS A KOBOLD",,"BUDAPEST FILM",1997/12/20,5049167,102783
C.R.A.Z.Y.,,"BUDAPEST FILM",2006/07/13,5043815,8531
"ÉLETEM SZERELME",,"UIP DUNA FILM",1999/04/01,5040283,12550
EVOLÚCIÓ,EVOLUTION,MOZINET,2021/11/25,5040125,3625
"TELJES NAPFOGYATKOZÁS",,"BUDAPEST FILM",1996/07/25,5031686,20339
"PÉNZT ÉS ÉLETET",,INTERCOM,2000/09/21,5020195,7883
BAARIA,BAARIA,"FÓRUM HUNGARY",2010/09/02,5014205,6348
"ELAH VÖLGYÉBEN","IN THE VALLEY OF ELAH",SPI,2008/04/10,5012158,6816
"MOCSOKVÁROS UTCÁIN","BEING FLYNN","BIG BANG MEDIA",2012/04/19,5006156,4413
GYEREKJÁTÉK,,"UIP DUNA FILM",1990/07/26,4999999,91359
PRISCILLA,,"BUDAPEST FILM",,4996895,22671
"MINDENKI FOGJA A MAGÁÉT",,"BUDAPEST FILM",1992/07/17,4992081,67671
SZOBAFOGSÁG,,"SKY FILM",2009/11/05,4977400,6960
KÍSÉRTÉS,POKUSA,ADS,2023/09/28,4971605,2357
"BARBÁROK A KAPUK ELŐTT","LES INVASIONS BARBARES",SPI,2004/06/03,4968416,9333
CSÓK,,FLAMEX,1999/03/11,4964079,12706
"KARÁCSONYI MESE","CHRISTMAS TALE",VERTIGO,2021/12/23,4962826,3321
"HÉTKÖZNAPI TITKAINK","LOUDER THAN BOMBS",VERTIGO,2016/03/24,4954003,4370
TIGIRSKARMOK,,MOKÉP,1992/08/21,4949793,63665
"BARNEY ÉS A NŐK","BARNEYS VERSION",CORNERFILM/SPI,2011/01/01,4937350,4611
"KIKÖTŐI HÍREK",,"UIP DUNA FILM",2002/04/04,4934427,9831
"FÉLELEMBE ZÁRVA",,FLAMEX,1994/02/24,4928969,38753
